"Year";"Correlation"
2010;-0.193153934785644
2011;-0.0932259223853301
2012;-0.126441800339447
2013;-0.209025707795839
2014;-0.0350375774649348
2015;0.092643823570526
2016;0.161022363656086
2017;0.198265862547195
2018;-0.0028560803236343
