"Year";"Correlation";"parameter"
2017;0.276077437126705;"Ap index"
2017;0.263754669717291;"Proton flux over 30 MeV"
2017;0.259169136592655;"Proton flux over 60 MeV"
2017;0.255840182860528;"Proton flux over 10 MeV"
2017;-0.246471849068186;"Dst index"
2017;0.203652258663148;"Kp index"
2017;0.198265862547195;"Polar cap north (Thule)"
2017;0.167224211769007;"Polar cap south (Vostok)"
2017;0.153945902397341;"R sunspot number"
2017;0.152895306533096;"Solar index_F10.7"
2017;0.138105612729578;"Solar wind temperature"
2017;0.0954648091503036;"Solar wind speed"
2017;-0.0919351172044998;"Lyman alpha solar index"
2017;-0.00643023905284614;"Solar wind density"
