"Year";"Correlation";"parameter"
2014;-0.1768184883757;"Lyman alpha solar index"
2014;0.133678368434309;"Proton flux over 30 MeV"
2014;-0.129466199817652;"Solar index_F10.7"
2014;0.129228061510351;"Proton flux over 60 MeV"
2014;0.119864458969278;"Proton flux over 10 MeV"
2014;0.119245728700817;"Dst index"
2014;-0.103846593720832;"R sunspot number"
2014;0.0597597423043781;"Polar cap south (Vostok)"
2014;0.059149967376338;"Solar wind temperature"
2014;-0.0350375774649348;"Polar cap north (Thule)"
2014;0.0286136082064942;"Solar wind speed"
2014;0.0267151909315987;"Solar wind density"
2014;-0.0210936213261635;"Kp index"
2014;0.0175162333776564;"Ap index"
