"Year";"Correlation"
2010;0.152216984714016
2011;-0.03836529164522
2012;0.174130134437541
2013;0.0841015863270918
2014;-0.173834589674184
2015;-0.486018112275243
2016;-0.421500085255771
2017;-0.215359205948464
2018;0.0931744725871731
