"Year";"Correlation";"parameter"
2012;-0.243845319790605;"Proton flux over 60 MeV"
2012;-0.237763530211078;"Proton flux over 30 MeV"
2012;-0.229717221286606;"Kp index"
2012;0.226049809132369;"Dst index"
2012;-0.199725102772911;"Proton flux over 10 MeV"
2012;0.174130134437541;"Lyman alpha solar index"
2012;0.167610125704136;"Solar index_F10.7"
2012;-0.152445333042599;"Ap index"
2012;-0.151622008052992;"Solar wind speed"
2012;-0.0875157037054164;"Solar wind temperature"
2012;0.0787560910662399;"R sunspot number"
2012;-0.0723637362331779;"Solar wind density"
