"Year";"Correlation";"parameter"
2017;-0.215359205948464;"Lyman alpha solar index"
2017;0.17606721339872;"Proton flux over 30 MeV"
2017;-0.174438770297512;"R sunspot number"
2017;0.164836006369933;"Proton flux over 60 MeV"
2017;0.155543698013297;"Proton flux over 10 MeV"
2017;-0.101895831328073;"Solar wind speed"
2017;-0.0812849597613432;"Solar index_F10.7"
2017;-0.0780727953136987;"Solar wind temperature"
2017;0.0698493242595257;"Dst index"
2017;-0.0576313403867892;"Kp index"
2017;0.0407893729146115;"Solar wind density"
2017;-0.0407624859118887;"Ap index"
