"Year";"Correlation";"parameter"
"2013-2015";-0.251282114444891;"Lyman alpha solar index"
"2013-2015";-0.206704985064955;"Solar index_F10.7"
"2013-2015";-0.170694117021553;"Proton flux over 60 MeV"
"2013-2015";-0.157998346883847;"R sunspot number"
"2013-2015";-0.153973189438487;"Proton flux over 30 MeV"
"2013-2015";-0.15058531928644;"Proton flux over 10 MeV"
"2013-2015";0.0817305259273072;"AU index"
"2013-2015";0.0801552603875322;"AE index"
"2013-2015";-0.073998802433688;"AL index"
"2013-2015";0.0361286707701389;"Dst index"
"2013-2015";-0.0341824048738552;"Solar wind speed"
"2013-2015";-0.0179870250006568;"Solar wind density"
"2013-2015";0.0173015886162238;"Solar wind temperature"
"2013-2015";-0.0120316613887719;"Kp index"
"2013-2015";-0.00246431926237715;"Polar cap north (Thule)"
"2013-2015";-0.00068729416234198;"Polar cap south (Vostok)"
"2013-2015";0.000119409268183218;"Ap index"
