"Year";"Correlation";"parameter"
2013;0.233574121563041;"R sunspot number"
2013;-0.172773106430655;"Proton flux over 30 MeV"
2013;-0.170283970066539;"Proton flux over 60 MeV"
2013;0.169065646904513;"AU index"
2013;0.13622965473425;"AE index"
2013;0.130738092095659;"Solar index_F10.7"
2013;-0.107619805912615;"AL index"
2013;0.107079975342589;"Kp index"
2013;-0.0909850179787952;"Solar wind density"
2013;0.0820242394456361;"Dst index"
2013;0.075762729829856;"Lyman alpha solar index"
2013;0.0530092410971198;"Ap index"
2013;0.0473964931786744;"Solar wind temperature"
2013;-0.0342483084818552;"Polar cap south (Vostok)"
2013;0.0248221094173001;"Polar cap north (Thule)"
2013;-0.0126741350939028;"Proton flux over 10 MeV"
2013;0.00868642441926684;"Solar wind speed"
