Week;Nehodovost;Lyman;
1.tyzden.2011;352;0.006713
2.tyzden.2011;343;0.006459
3.tyzden.2011;369;0.006492
4.tyzden.2011;367;0.006350
5.tyzden.2011;241;0.006585
6.tyzden.2011;291;0.006675
7.tyzden.2011;200;0.006870
8.tyzden.2011;189;0.006400
9.tyzden.2011;253;0.006879
10.tyzden.2011;219;0.007101
11.tyzden.2011;272;0.006782
12.tyzden.2011;249;0.006741
13.tyzden.2011;274;0.007543
14.tyzden.2011;232;0.007415
15.tyzden.2011;249;0.007168
16.tyzden.2011;298;0.007053
17.tyzden.2011;238;0.007422
18.tyzden.2011;267;0.007355
19.tyzden.2011;317;0.007129
20.tyzden.2011;300;0.006879
21.tyzden.2011;307;0.006977
22.tyzden.2011;291;0.007360
23.tyzden.2011;311;0.007028
24.tyzden.2011;289;0.006973
25.tyzden.2011;316;0.007151
26.tyzden.2011;311;0.006925
27.tyzden.2011;260;0.006780
28.tyzden.2011;292;0.007145
29.tyzden.2011;300;0.007129
30.tyzden.2011;262;0.006962
31.tyzden.2011;237;0.007045
32.tyzden.2011;283;0.007000
33.tyzden.2011;322;0.006982
34.tyzden.2011;305;0.007190
35.tyzden.2011;243;0.007235
36.tyzden.2011;289;0.007286
37.tyzden.2011;322;0.007709
38.tyzden.2011;255;0.007723
39.tyzden.2011;333;0.007691
40.tyzden.2011;333;0.007713
41.tyzden.2011;303;0.007831
42.tyzden.2011;330;0.007978
43.tyzden.2011;299;0.007728
44.tyzden.2011;251;0.007783
45.tyzden.2011;239;0.008506
46.tyzden.2011;276;0.008200
47.tyzden.2011;225;0.007968
48.tyzden.2011;296;0.008024
49.tyzden.2011;307;0.008383
50.tyzden.2011;340;0.007928
51.tyzden.2011;347;0.007967
52.tyzden.2011;194;0.007818
