"Year";"Correlation";"parameter"
2015;-0.485444792136862;"Lyman alpha solar index"
2015;-0.463889388126985;"Solar index_F10.7"
2015;-0.181527796812709;"R sunspot number"
2015;0.170716598739871;"Proton flux over 60 MeV"
2015;0.105958569256176;"Proton flux over 30 MeV"
2015;0.0902098933343418;"Dst index"
2015;-0.0858786187636969;"Solar wind density"
2015;-0.0801476270647081;"Kp index"
2015;-0.0486818572032501;"Solar wind speed"
2015;0.0374675458172839;"Polar cap south (Vostok)"
2015;-0.028923727913873;"Solar wind temperature"
2015;-0.018054578896461;"Ap index"
2015;0.0143570922938062;"Polar cap north (Thule)"
2015;0.0108421041347741;"Proton flux over 10 MeV"
