"Year";"Correlation";"parameter"
2016;-0.421916994469378;"Lyman alpha solar index"
2016;0.33543376303396;"Proton flux over 60 MeV"
2016;-0.302592065938708;"Solar index_F10.7"
2016;-0.214611023191935;"R sunspot number"
2016;-0.181007003446655;"Solar wind density"
2016;-0.178104537860972;"Proton flux over 10 MeV"
2016;0.150599157727313;"Solar wind speed"
2016;-0.0936733837783611;"Ap index"
2016;0.0795044805723227;"Dst index"
2016;-0.072463376028398;"Kp index"
2016;0.0693539537912416;"Solar wind temperature"
2016;0.0669254424929471;"Proton flux over 30 MeV"
2016;-0.0584104453267065;"Polar cap south (Vostok)"
2016;0.0527432209987723;"Polar cap north (Thule)"
