"Year";"Correlation";"parameter"
2014;0.335094826886326;"Solar wind density"
2014;-0.321305700081633;"R sunspot number"
2014;-0.310665408727855;"Proton flux over 60 MeV"
2014;-0.279961311021706;"Proton flux over 10 MeV"
2014;-0.275590780339731;"Proton flux over 30 MeV"
2014;-0.214987857614139;"Solar index_F10.7"
2014;0.166013305003718;"Kp index"
2014;-0.161661463981066;"Lyman alpha solar index"
2014;-0.119907899249495;"Solar wind speed"
2014;0.117066801704761;"Ap index"
2014;-0.0809781818660184;"Dst index"
2014;-0.0497036052317922;"Polar cap south (Vostok)"
2014;0.0465960926802702;"Polar cap north (Thule)"
2014;-0.0156654546413452;"Solar wind temperature"
