"Year";"Correlation";"parameter"
2012;-0.243845230131939;"Proton flux over 60 MeV"
2012;-0.237763596861855;"Proton flux over 30 MeV"
2012;-0.229717221286606;"Kp index"
2012;0.226049809132369;"Dst index"
2012;-0.199726123456061;"Proton flux over 10 MeV"
2012;0.168261352765409;"Solar index_F10.7"
2012;0.166596485429675;"Lyman alpha solar index"
2012;-0.152445333042599;"Ap index"
2012;-0.151875651933595;"Solar wind speed"
2012;-0.130792029496254;"Polar cap north (Thule)"
2012;-0.129323357430318;"Polar cap south (Vostok)"
2012;-0.0870976350208061;"Solar wind temperature"
2012;0.0787560910662399;"R sunspot number"
2012;-0.076422341603817;"Solar wind density"
