"Year";"Correlation";"parameter"
2017;-0.209796034132728;"Lyman alpha solar index"
2017;0.176068899910664;"Proton flux over 30 MeV"
2017;-0.174438770297512;"R sunspot number"
2017;0.164807152131799;"Proton flux over 60 MeV"
2017;0.155516768329066;"Proton flux over 10 MeV"
2017;-0.10181519611204;"Solar wind speed"
2017;-0.0914863096648124;"Polar cap south (Vostok)"
2017;-0.0812849597613432;"Solar index_F10.7"
2017;-0.0782711350256708;"Solar wind temperature"
2017;0.0698493242595257;"Dst index"
2017;-0.0576313403867892;"Kp index"
2017;-0.0535639173876173;"Polar cap north (Thule)"
2017;-0.0407624859118887;"Ap index"
2017;0.0405247841563264;"Solar wind density"
