"Year";"Correlation"
2010;-0.117272720730339
2011;-0.168222245529384
2012;-0.130792029496254
2013;-0.0658126569240873
2014;0.0465960926802702
2015;0.0143570922938062
2016;0.0527432209987723
2017;-0.0535639173876173
2018;-0.063747545268753
