"Year";"Correlation";"parameter"
2018;0.257975577681657;"Proton flux over 30 MeV"
2018;0.25154972691391;"Proton flux over 60 MeV"
2018;0.1965809769879;"Solar index_F10.7"
2018;-0.127708433321128;"Polar cap south (Vostok)"
2018;0.122645954961622;"R sunspot number"
2018;0.104426148364866;"Lyman alpha solar index"
2018;0.100241384666845;"Proton flux over 10 MeV"
2018;0.0820823682304559;"Ap index"
2018;-0.0661552852224204;"Polar cap north (Thule)"
2018;0.0594812006776492;"Dst index"
2018;-0.0438057249689576;"Kp index"
2018;0.0195659302499632;"Solar wind speed"
2018;0.0189598342437502;"Solar wind density"
2018;0.00118464353563137;"Solar wind temperature"
