"Year";"Correlation";"parameter"
2012;-0.207716498983947;"Kp index"
2012;-0.186498029965879;"Polar cap north (Thule)"
2012;0.183075247142132;"Dst index"
2012;-0.181588442391652;"Ap index"
2012;-0.180968773571513;"Polar cap south (Vostok)"
2012;-0.126125855130641;"Solar wind speed"
2012;-0.126102054457391;"Solar index_F10.7"
2012;-0.120351821836407;"Lyman alpha solar index"
2012;-0.109224695381693;"Proton flux over 30 MeV"
2012;-0.105388004377416;"Proton flux over 60 MeV"
2012;-0.103908021915689;"Proton flux over 10 MeV"
2012;-0.0749061695321811;"R sunspot number"
2012;0.0450315330456031;"Solar wind temperature"
2012;-0.0133350112786283;"Solar wind density"
