"Year";"Correlation";"parameter"
2017;-0.400909517628376;"Lyman alpha solar index"
2017;0.212724731870148;"Kp index"
2017;0.186028927456016;"Ap index"
2017;0.183805761334845;"Solar wind temperature"
2017;-0.173160489331715;"R sunspot number"
2017;0.165578107998505;"Solar wind speed"
2017;0.153580433969558;"Proton flux over 30 MeV"
2017;0.145478676226709;"Proton flux over 60 MeV"
2017;0.13885188452218;"Proton flux over 10 MeV"
2017;0.128570868242037;"Polar cap north (Thule)"
2017;-0.0725379144217439;"Solar index_F10.7"
2017;0.0529911249333328;"Polar cap south (Vostok)"
2017;-0.0140843918657109;"Solar wind density"
2017;0.00318303586471696;"Dst index"
