"Year";"Correlation";"parameter"
2013;-0.181007925539868;"Solar wind density"
2013;-0.166490124412864;"Proton flux over 30 MeV"
2013;-0.161824491726314;"Proton flux over 60 MeV"
2013;-0.158294507144265;"Kp index"
2013;-0.148158230783865;"Ap index"
2013;-0.12710630626097;"AE index"
2013;0.126580061969512;"AL index"
2013;-0.12313165796803;"AU index"
2013;-0.113789226245156;"Solar wind speed"
2013;-0.111046590364913;"Proton flux over 10 MeV"
2013;0.108773195109987;"Dst index"
2013;0.10252992649908;"Solar index_F10.7"
2013;-0.0963630812336988;"Solar wind temperature"
2013;0.0628356904325489;"R sunspot number"
2013;0.0541766435417982;"Lyman alpha solar index"
