"Year";"Correlation";"parameter"
2016;-0.27202046808134;"Lyman alpha solar index"
2016;-0.199879795521912;"R sunspot number"
2016;-0.172488456582418;"AL index"
2016;0.164926616091679;"Proton flux over 60 MeV"
2016;0.158756945351369;"AE index"
2016;-0.136752845701175;"Solar index_F10.7"
2016;-0.128464783552565;"Proton flux over 10 MeV"
2016;0.100839000838403;"AU index"
2016;0.0971907554917321;"Kp index"
2016;0.0901839566334014;"Ap index"
2016;0.0877030165571831;"Proton flux over 30 MeV"
2016;0.0730510525142516;"Solar wind temperature"
2016;0.063974184688747;"Solar wind speed"
2016;-0.0226508370290865;"Dst index"
2016;-0.000474506827608844;"Solar wind density"
