"Week";"Correlation"
1;-0.639573544476602
2;-0.638168447407401
3;-0.637542469496614
4;-0.636417943763775
5;-0.627678108025157
6;-0.622449821080494
7;-0.620144387699538
8;-0.615166769674314
9;-0.608493941039321
10;-0.603396001254826
11;-0.598497721003356
12;-0.596837227184119
13;-0.591389146792773
14;-0.590324022013479
15;-0.592132015268618
16;-0.590343218227363
17;-0.585068986533269
18;-0.58184958313499
19;-0.580748736762044
20;-0.578306308841148
21;-0.572488658604049
22;-0.56794644274575
23;-0.559011049334956
24;-0.549296521835006
25;-0.543440701563847
26;-0.536226607880254
27;-0.525641538718867
28;-0.517280302885451
29;-0.511107401783119
30;-0.5059002289091
31;-0.500052419174076
32;-0.493869213979275
33;-0.4876451348429
34;-0.479656721262183
35;-0.469642825937696
36;-0.461066954606522
37;-0.450374318541476
38;-0.436524539876816
39;-0.425320412746919
40;-0.414004462058064
41;-0.396057139210708
42;-0.377738176296252
43;-0.361524107346289
44;-0.340093791790718
45;-0.332705774405264
46;-0.310618534068633
47;-0.286188283428103
48;-0.241812260784758
49;-0.209563722631648
50;-0.172713196256122
51;-0.137734230106686
52;-0.0890794242051011
53;-0.0750188824727762
54;-0.116726194724288
55;-0.124863807137248
56;-0.0984945088515977
57;-0.0692126300259793
58;-0.0825577164143011
59;-0.102867601107981
60;-0.119371905581441
61;-0.15205358344344
62;-0.172865778624791
63;-0.175643331165415
64;-0.179099097356796
65;-0.182594203186866
66;-0.190410554493829
67;-0.201772718196883
68;-0.2036362574408
69;-0.205227600299002
70;-0.210631088403042
71;-0.210687616434938
72;-0.201688462113454
73;-0.192982656923198
74;-0.185035175248432
75;-0.179666060807378
76;-0.169154781889724
77;-0.161553844301353
78;-0.148587725417196
79;-0.138791591425011
80;-0.142970824434949
81;-0.134334108226292
82;-0.130450093520561
83;-0.130607738010094
84;-0.13659453785698
85;-0.131733580174421
86;-0.116959893392806
87;-0.109727920545788
88;-0.112047357120928
89;-0.114529148366691
90;-0.123417504956257
91;-0.123002598087517
92;-0.132692321790702
93;-0.123616232244632
94;-0.128199778597492
95;-0.140437991513115
96;-0.107638165239313
97;-0.106479282169599
98;-0.101594522981267
99;-0.103179249960073
100;-0.102487324514966
101;-0.114852932835677
102;-0.118002692945829
103;-0.113486347630566
104;-0.0822966350332087
105;-0.0748392820126813
106;-0.0832743296142117
107;-0.0950143026671966
108;-0.0979314151664807
109;-0.0952927397045195
110;-0.10670851254059
111;-0.121128113018471
112;-0.110868415458826
113;-0.113089479169371
114;-0.11262964350322
115;-0.109358079119396
116;-0.114035193268742
117;-0.114373997280735
118;-0.126249276453968
119;-0.133892151718306
120;-0.14512837567291
121;-0.1468089581832
122;-0.145778896884562
123;-0.139092958322606
124;-0.142167079720525
125;-0.142181114601549
126;-0.141770334052821
127;-0.149199144122611
128;-0.154251329705736
129;-0.154723547141453
130;-0.145428912267241
131;-0.143055983689019
132;-0.152202985829251
133;-0.166525315627325
134;-0.170890830475247
135;-0.177579328317136
136;-0.17348240907195
137;-0.174377260790158
138;-0.173612231641525
139;-0.175316767247411
140;-0.176991959146767
141;-0.183600704465254
142;-0.179182063684801
143;-0.179027006585331
144;-0.183065695617491
145;-0.182055167237687
146;-0.180569380300116
147;-0.196229755844004
148;-0.199031829666056
149;-0.200016860948486
150;-0.197823417563281
151;-0.203454159240031
152;-0.204172866822809
153;-0.209631314780835
154;-0.198283936161259
155;-0.194788640387526
156;-0.19021379239659
157;-0.206704985064955
158;-0.205361914288215
159;-0.204890073163563
160;-0.198976794696037
161;-0.19947477206906
162;-0.190832113013334
163;-0.18502857893958
164;-0.183875888285515
165;-0.168104295650166
166;-0.164380982455059
167;-0.15795119171878
168;-0.15116161232732
169;-0.139535862385108
170;-0.108102478003866
171;-0.105202179071145
172;-0.104377734560487
173;-0.101531214571689
174;-0.0965793469605545
175;-0.0905435265715754
176;-0.0933783935043647
177;-0.0858705586819151
178;-0.0905153238052712
179;-0.0937176695597773
180;-0.103976048035957
181;-0.107334034108641
182;-0.125215630083468
183;-0.138287982764461
184;-0.139121342688905
185;-0.142263376578216
186;-0.137905634856261
187;-0.135760808147282
188;-0.134451618181926
189;-0.134527237312853
190;-0.139316630439796
191;-0.145604417550115
192;-0.1417845495151
193;-0.149849286266113
194;-0.158293731744341
195;-0.160321732013516
196;-0.156635636627435
197;-0.157476185639464
198;-0.156499645322754
199;-0.167630243072868
200;-0.17394236363471
201;-0.164409576263863
202;-0.173156288036503
203;-0.18517544854518
204;-0.199377277580246
205;-0.204065155040337
206;-0.224933838738701
207;-0.231431459705772
208;-0.245857015872625
209;-0.227577769832283
