"Year";"Correlation";"parameter"
2012;-0.177384431103896;"Proton flux over 30 MeV"
2012;-0.176724937292215;"Proton flux over 60 MeV"
2012;-0.176230353437234;"Solar wind density"
2012;0.160083712086468;"Dst index"
2012;-0.157702612679332;"Proton flux over 10 MeV"
2012;0.131009949094651;"Solar wind temperature"
2012;0.108577190498797;"Solar wind speed"
2012;0.0757453210858326;"Solar index_F10.7"
2012;0.0595757654128364;"R sunspot number"
2012;-0.0511295705244108;"Ap index"
2012;0.040849890206698;"Lyman alpha solar index"
2012;-0.0273357438316286;"Kp index"
