"Year";"Correlation";"Traffic"
"2012-2014";-0.0883526936477943;"Zranení"
"2012-2014";-0.0649083289685273;"Celková dopravná nehodovosť"
"2012-2014";-0.0619257490330028;"Usmrtení"
