"Week";"Correlation"
1;-0.639577365313027
2;-0.637175114022608
3;-0.637884000530702
4;-0.632981605797175
5;-0.625101145797199
6;-0.620784393756072
7;-0.619039825653015
8;-0.617752578381889
9;-0.611436655111749
10;-0.606766200420021
11;-0.60528959876551
12;-0.603728504521083
13;-0.597834353934131
14;-0.598725586570467
15;-0.603007927904054
16;-0.601209465942468
17;-0.595143366566684
18;-0.590897881267237
19;-0.589789824754369
20;-0.587256815781033
21;-0.5807676564109
22;-0.57589751172046
23;-0.570023325058331
24;-0.560096877630789
25;-0.55400516722216
26;-0.54693090098859
27;-0.539429018060984
28;-0.530216312855733
29;-0.524309999079527
30;-0.516640543808973
31;-0.510733811378308
32;-0.505120110277606
33;-0.498755494151728
34;-0.489387032569147
35;-0.478467371974893
36;-0.47143221443888
37;-0.461641281616787
38;-0.450978577512061
39;-0.439938341602053
40;-0.428589250648379
41;-0.409299134974595
42;-0.390174189105661
43;-0.373956089610686
44;-0.34868776877731
45;-0.337144759970685
46;-0.315372198033861
47;-0.291409384148115
48;-0.24492603099704
49;-0.196972157282009
50;-0.155496963642201
51;-0.117889353053463
52;-0.0715457812052047
53;-0.053911141242966
54;-0.0606032757854148
55;-0.0606507166851783
56;-0.0297974912316299
57;0.010051934022908
58;-0.00252515789506863
59;-0.0208330452894841
60;-0.0456978877728504
61;-0.0911727074800085
62;-0.121046318662917
63;-0.14086166903267
64;-0.144975648514834
65;-0.153538780713807
66;-0.17000835353795
67;-0.182928915022188
68;-0.187472324723934
69;-0.184984491947462
70;-0.193427139792692
71;-0.193616906171798
72;-0.185627426230083
73;-0.175649433041563
74;-0.162505393033252
75;-0.158713042849108
76;-0.147549155606348
77;-0.139034747783626
78;-0.128793992586231
79;-0.119112636120016
80;-0.123941998736356
81;-0.11645749825217
82;-0.112112262005684
83;-0.112578260756057
84;-0.125582085900167
85;-0.121702388644262
86;-0.10260257753147
87;-0.0935169532921097
88;-0.0976361399494709
89;-0.0957091330190712
90;-0.0973839973439767
91;-0.0983617181237395
92;-0.100164553869527
93;-0.088630118522145
94;-0.0877028202725021
95;-0.0937372639867205
96;-0.0790989064011728
97;-0.0786373125602331
98;-0.0738420889212914
99;-0.0770643712676517
100;-0.0748139695929651
101;-0.0858778373150699
102;-0.0968481976532745
103;-0.100233410915637
104;-0.0727787631208301
