"Week";"Correlation"
1;-0.113519604125081
2;-0.104299834335606
3;-0.106408614045403
4;-0.102775604062901
5;-0.103301946493468
6;-0.0986635421588506
7;-0.0916560753582469
8;-0.0934899713978027
9;-0.0897073411036074
10;-0.092300212143182
11;-0.0860438713483575
12;-0.0864945505835136
13;-0.0840258987556565
14;-0.0823382269301348
15;-0.0995679939382385
16;-0.0930116066893296
17;-0.0848438219091678
18;-0.0792954622835761
19;-0.0848670850945725
20;-0.073894594272615
21;-0.0569394145288854
22;-0.0759799014035542
23;-0.11664408585282
24;-0.110159804466115
25;-0.113383879506531
26;-0.122382556160908
27;-0.146988658240305
28;-0.139866815853164
29;-0.122673056607746
30;-0.116944646752101
31;-0.118976950581138
32;-0.132324845430937
33;-0.134734981806261
34;-0.133688726115077
35;-0.141154488017227
36;-0.133275545238894
37;-0.130733648402002
38;-0.128516510027487
39;-0.125812587709769
40;-0.11990515225672
41;-0.112868073642389
42;-0.112634854530931
43;-0.112284406227336
44;-0.107934561059543
45;-0.098060176409562
46;-0.0980524532004853
47;-0.094134176814987
48;-0.0817907219212517
49;-0.0798436493061214
50;-0.0702862860805002
51;-0.0634410524226473
52;-0.0598396548085935
53;-0.0606233371007326
54;-0.0651560261903357
55;-0.0671282627694732
56;-0.0614345465129322
57;-0.0558828420056436
58;-0.0490744756180019
59;-0.0526841908127351
60;-0.0512843263732537
61;-0.0383912495673872
62;-0.0362726202050588
63;-0.0289041040786437
64;-0.0322153602108481
65;-0.031175055048229
66;-0.0292167852214907
67;-0.0235795168617167
68;-0.0203466484242423
69;-0.0194674170321025
70;-0.0232777746305692
71;-0.0255422633688925
72;-0.0322822573275369
73;-0.0253557848415094
74;-0.0318943955458598
75;-0.0456169168165515
76;-0.0482366847337213
77;-0.0430124957771632
78;-0.051894246785434
79;-0.0331538975233434
80;-0.0343212359558523
81;-0.0275219292397537
82;-0.0287677835728549
83;-0.0283103787316518
84;-0.0264010775048775
85;-0.0296649081112582
86;-0.0174514464623252
87;-0.02401539344874
88;-0.028942742349731
89;-0.040872980208074
90;-0.0439680868152898
91;-0.0418718099557873
92;-0.0453064880952766
93;-0.0475962569906997
94;-0.0501745263041016
95;-0.042696233616779
96;-0.03150423534721
97;-0.0302496921508097
98;-0.0284588137174748
99;-0.0237998797988003
100;-0.0243487998657537
101;-0.0358971368444551
102;-0.0309288873772927
103;-0.0170189087930494
104;-0.00873173073939164
105;-0.0182603552868414
106;-0.0282422622143114
107;-0.0266960804770072
108;-0.0325593290134635
109;-0.0240042393232695
110;-0.0205509851749575
111;-0.0241848921633026
112;-0.0030875409747904
113;-0.00374983540851614
114;-0.00592674746524288
115;-0.00177407981349317
116;0.0322321994471204
117;0.0209019302808783
118;0.0135611609477194
119;0.0148877465851025
120;0.0148856131373767
121;0.00143942209269492
122;0.00390306458932626
123;0.0196974601899068
124;0.000970460115936297
125;0.0119435775053391
126;0.00674992684696264
127;0.0047219497782627
128;-0.0401043352875105
129;-0.0282024296232651
130;-0.0157063605597046
131;-0.0272574866126247
132;-0.0245866610834598
133;-0.0220850261455361
134;-0.01665695093329
135;-0.027295538203395
136;-0.023477603457366
137;-0.0160795770577589
138;-0.0186229334807962
139;-0.0175883420505912
140;-0.0195911010073481
141;-0.0214048963548955
142;-0.00545428348392556
143;0.00598416092309495
144;0.00570802047946692
145;0.00534044695855032
146;-0.0240010626615861
147;-0.00414752690159184
148;-0.011534052639405
149;-0.00939744399437107
150;-0.00929857925787085
151;-0.0109127635641158
152;-0.0156513400849998
153;-0.0162809514191087
154;4.45622560442024e-05
155;0.00133909627077052
156;0.00569547994394563
157;0.0131472487459711
158;0.015411857490011
159;0.0201075982567382
160;0.0126575690585962
161;0.0161268688123627
162;0.015893922180752
163;0.010076468622896
164;0.00380921521505986
165;0.00460404715074682
166;0.0121110532116256
167;0.00412136197515033
168;0.0073562294453395
169;0.0169170196851756
170;0.0179503562220348
171;0.0175332774355226
172;0.004323273536488
173;0.00476418578941687
174;0.00362400846301649
175;-0.00605279404774467
176;-0.0152212793813239
177;-0.0327099665953956
178;-0.0218726502807646
179;-0.0140208761595343
180;-0.0129348763439416
181;-0.00158611145635059
182;0.00307848483988963
183;-0.0013047769498479
184;-0.00505623906527971
185;-0.0105025741107544
186;-0.0124947731091689
187;-0.014734732280572
188;0.000315088884229274
189;0.0228447748470116
190;0.00934589592994818
191;0.0113606705182989
192;0.0293303811227013
193;0.0372036510626618
194;0.0366713024425297
195;0.0374790555119692
196;0.0224410447481945
197;0.019623198678214
198;0.015426018169167
199;0.0150137899520067
200;0.0202771155870035
201;0.0220204989095193
202;0.021748095175501
203;0.020755440303216
204;0.0224582658414703
205;0.0225330940491172
206;0.0231026621695837
207;0.00973089871271188
208;0.00678316991595856
209;0.0138577352721686
