"Year";"Correlation";"parameter"
2012;-0.177572327713982;"Solar wind density"
2012;-0.177384447178557;"Proton flux over 30 MeV"
2012;-0.176724808285882;"Proton flux over 60 MeV"
2012;0.160083712086468;"Dst index"
2012;-0.157703209978493;"Proton flux over 10 MeV"
2012;0.131121416804282;"Solar wind temperature"
2012;-0.126441800339447;"Polar cap north (Thule)"
2012;0.10907567312481;"Solar wind speed"
2012;-0.105958018116545;"Polar cap south (Vostok)"
2012;0.0752641648937238;"Solar index_F10.7"
2012;0.0625040545068882;"AL index"
2012;0.0595757654128364;"R sunspot number"
2012;-0.0545920206479136;"AE index"
2012;-0.0511295705244108;"Ap index"
2012;0.0388833271813576;"Lyman alpha solar index"
2012;-0.0375123931789986;"AU index"
2012;-0.0273357438316286;"Kp index"
