"Year";"Correlation";"Traffic"
"2010-2016";-0.0830718710363687;"Celková dopravná nehodovosť"
"2010-2016";-0.0541673386959293;"Usmrtení"
"2010-2016";-0.0463725281477139;"Zranení"
