"Year";"Correlation";"Traffic"
"2012-2014";-0.0996933220247711;"Usmrtení"
"2012-2014";-0.0487971621804788;"Celková dopravná nehodovosť"
"2012-2014";-0.0182603552868414;"Zranení"
