"Year";"Correlation";"parameter"
2014;-0.227669704341799;"AL index"
2014;0.215630913542699;"AE index"
2014;0.201811603729265;"Ap index"
2014;-0.183288181003817;"Solar wind temperature"
2014;0.17595430023185;"Kp index"
2014;0.165843879928553;"Solar index_F10.7"
2014;0.152934232598343;"AU index"
2014;-0.14085040198853;"Dst index"
2014;0.130048826952035;"Solar wind density"
2014;-0.0800388822282517;"Proton flux over 60 MeV"
2014;-0.0671267902324084;"Proton flux over 10 MeV"
2014;-0.059701901066054;"Proton flux over 30 MeV"
2014;-0.0108676696984867;"Lyman alpha solar index"
2014;-0.00871484628669538;"R sunspot number"
2014;-0.00315353995521429;"Solar wind speed"
