"Year";"Correlation"
2010;-0.030547207369441
2011;-0.0605317045243794
2012;-0.176724808285882
2013;-0.164611625212426
2014;0.129228061510351
2015;0.0850986696625632
2016;0.153736145589358
2017;0.259169136592655
2018;0.343374401538013
