"Year";"Correlation";"Traffic"
"2010-2015";-0.0809227214769851;"Celková dopravná nehodovosť"
"2010-2015";-0.0658214536133454;"Usmrtení"
"2010-2015";-0.0497156444903813;"Zranení"
