Date;Proton30;
1.1.-10.1.2016;0.106292;
11.1.-17.1.2016;0.079226;
18.1.-24.1.2016;0.083155;
25.1.-31.1.2016;0.085952;
1.2.-7.2.2016;0.081429;
8.2.-14.2.2016;0.083333;
15.2.-21.2.2016;0.083928;
22.2.-28.2.2016;0.084583;
29.2.-6.3.2016;0.087321;
7.3.-13.3.2016;0.092738;
14.3.-20.3.2016;0.089286;
21.3.-27.3.2016;0.081429;
28.3.-3.4.2016;0.085655;
4.4.-10.4.2016;0.085714;
11.4.-17.4.2016;0.083809;
18.4.-24.4.2016;0.085655;
25.4.-1.5.2016;0.086905;
2.5.-8.5.2016;0.083155;
9.5.-15.5.2016;0.089702;
16.5.-22.5.2016;0.085000;
23.5.-29.5.2016;0.085833;
30.5.-5.6.2016;0.090119;
6.6.-12.6.2016;0.089048;
13.6.-19.6.2016;0.083036;
20.6.-26.6.2016;0.085417;
27.6.-3.7.2016;0.088691;
4.7.-10.7.2016;0.088155;
11.7.-17.7.2016;0.082083;
18.7.-24.7.2016;0.088750;
25.7.-31.7.2016;0.089226;
1.8.-7.8.2016;0.087559;
8.8.-14.8.2016;0.086905;
15.8.-21.8.2016;0.086905;
22.8.-28.8.2016;0.089881;
29.8.-4.9.2016;0.088631;
5.9.-11.9.2016;0.088274;
12.9.-18.9.2016;0.090893;
19.9.-25.9.2016;0.091905;
26.9.-2.10.2016;0.088274;
3.10.-9.10.2016;0.090833;
10.10.-16.10.2016;0.091905;
17.10.-23.10.2016;0.093571;
24.10.-30.10.2016;0.088333;
31.10.-6.11.2016;0.093452;
7.11.-13.11.2016;0.093988;
14.11.-20.11.2016;0.096131;
21.11.-27.11.2016;0.089702;
28.11.-4.12.2016;0.092976;
5.12.-11.12.2016;0.093750;
12.12.-18.12.2016;0.098333;
19.12.-25.12.2016;0.091964;
26.12.-31.12.2016;0.094722;
