"Year";"Correlation";"parameter"
2013;0.233574121563041;"R sunspot number"
2013;-0.174082218004639;"Proton flux over 30 MeV"
2013;-0.165206995771041;"Proton flux over 60 MeV"
2013;0.130738092095659;"Solar index_F10.7"
2013;0.107079975342589;"Kp index"
2013;-0.0905848884877608;"Solar wind density"
2013;0.0820242394456361;"Dst index"
2013;0.0530092410971198;"Ap index"
2013;0.0474033941621444;"Solar wind temperature"
2013;0.0463913165887618;"Lyman alpha solar index"
2013;-0.0106380267908202;"Proton flux over 10 MeV"
2013;0.00868642441926684;"Solar wind speed"
