"Year";"Correlation";"parameter"
2017;-0.405657596878594;"Lyman alpha solar index"
2017;0.212724731870148;"Kp index"
2017;0.186028927456016;"Ap index"
2017;0.184041867714768;"Solar wind temperature"
2017;-0.173160489331715;"R sunspot number"
2017;0.165485535773383;"Solar wind speed"
2017;0.153566611195181;"Proton flux over 30 MeV"
2017;0.145467034564169;"Proton flux over 60 MeV"
2017;0.138637026945593;"Proton flux over 10 MeV"
2017;-0.0725379144217439;"Solar index_F10.7"
2017;-0.0141561828795399;"Solar wind density"
2017;0.00318303586471696;"Dst index"
