"Year";"Correlation";"parameter"
"2011-2013";-0.187220426516735;"Solar wind density"
"2011-2013";-0.126335979677554;"Polar cap north (Thule)"
"2011-2013";-0.104439625421441;"Proton flux over 60 MeV"
"2011-2013";-0.103242993413325;"Proton flux over 30 MeV"
"2011-2013";-0.091390943614416;"Proton flux over 10 MeV"
"2011-2013";0.0887923340525832;"Solar index_F10.7"
"2011-2013";-0.0875142853256504;"AE index"
"2011-2013";0.0866200615662054;"Dst index"
"2011-2013";-0.0863242816764815;"AU index"
"2011-2013";0.0848764695792745;"AL index"
"2011-2013";0.0784584847793092;"R sunspot number"
"2011-2013";-0.0728681182881998;"Ap index"
"2011-2013";-0.0695882555747664;"Kp index"
"2011-2013";0.0694177642331616;"Solar wind temperature"
"2011-2013";0.0690598025791765;"Solar wind speed"
"2011-2013";-0.065681478571276;"Polar cap south (Vostok)"
"2011-2013";0.0474547107125865;"Lyman alpha solar index"
