Date;Proton10;
1.1.-6.1.2013;0.136042;
7.1.-13.1.2013;0.136607;
14.1.-20.1.2013;0.211191;
21.1.-27.1.2013;0.137143;
28.1.-3.2.2013;0.137619;
4.2.-10.2.2013;0.162917;
11.2.-17.2.2013;0.138631;
18.2.-24.2.2013;0.139286;
25.2.-3.3.2013;0.183571;
4.3.-10.3.2013;0.178572;
11.3.-17.3.2013;1.519643;
18.3.-24.3.2013;0.148929;
25.3.-31.3.2013;0.131845;
1.4.-7.4.2013;0.137262;
8.4.-14.4.2013;7.202083;
15.4.-21.4.2013;0.243988;
22.4.-28.4.2013;0.263988;
29.4.-5.5.2013;0.134881;
6.5.-12.5.2013;0.129881;
13.5.-19.5.2013;9.457678;
20.5.-26.5.2013;1.187024;
27.5.-2.6.2013;0.952619;
3.6.-9.6.2013;0.133095;
10.6.-16.6.2013;0.122441;
17.6.-23.6.2013;1.319405;
24.6.-30.6.2013;1.024822;
1.7.-7.7.2013;0.123750;
8.7.-14.7.2013;0.118512;
15.7.-21.7.2013;0.125060;
22.7.-28.7.2013;0.128631;
29.7.-4.8.2013;0.122321;
5.8.-11.8.2013;0.121310;
12.8.-18.8.2013;0.136726;
19.8.-25.8.2013;0.230476;
26.8.-1.9.2013;0.130476;
2.9.-8.9.2013;0.119822;
9.9.-15.9.2013;0.122083;
16.9.-22.9.2013;0.121071;
23.9.-29.9.2013;0.122619;
30.9.-6.10.2013;17.415238;
7.10.-13.10.2013;0.141964;
14.10.-20.10.2013;0.152976;
21.10.-27.10.2013;0.172262;
28.10.-3.11.2013;1.164881;
4.11.-10.11.2013;0.572083;
11.11.-17.11.2013;0.213631;
18.11.-24.11.2013;0.287381;
25.11.-1.12.2013;0.124107;
2.12.-8.12.2013;0.124286;
9.12.-15.12.2013;0.202440;
16.12.-22.12.2013;0.121131;
23.12.-31.12.2013;1.073796;
