"Year";"Correlation";"parameter"
2013;-0.274269086813606;"Solar wind density"
2013;0.182091192572824;"Solar wind temperature"
2013;-0.163618639824199;"Proton flux over 30 MeV"
2013;-0.143892680372643;"Proton flux over 60 MeV"
2013;-0.113622809262499;"Proton flux over 10 MeV"
2013;0.104936567244938;"Solar index_F10.7"
2013;0.0841015863270918;"Lyman alpha solar index"
2013;0.0804133947960877;"Solar wind speed"
2013;0.0535013571555599;"Dst index"
2013;-0.047718115271336;"Ap index"
2013;-0.0343418053012858;"Kp index"
2013;0.0174343592739958;"AU index"
2013;0.00946278641696963;"AE index"
2013;-0.00317650683038287;"AL index"
2013;0.00271226347115372;"R sunspot number"
