"Year";"Correlation"
2010;-0.0669403453246622
2011;-0.0893973079001001
2012;-0.177384431103896
2013;-0.166490124412864
2014;0.133699992521756
2015;0.100202622665989
2016;0.0877030165571831
2017;0.263756008460727
2018;0.318614576056651
