"Year";"Correlation"
2010;-0.12509169586297
2011;-0.0464641853306649
2012;-0.152445333042599
2013;-0.047718115271336
2014;0.117066801704761
2015;-0.018054578896461
2016;-0.0936733837783611
2017;-0.0407624859118887
2018;0.0296514429193369
