"Year";"Correlation";"parameter"
"2016-2018";-0.199236434040494;"Lyman alpha solar index"
"2016-2018";-0.159759604163554;"R sunspot number"
"2016-2018";-0.143013307560029;"Solar index_F10.7"
"2016-2018";-0.134795816474639;"Solar wind density"
"2016-2018";0.115877065326602;"Proton flux over 30 MeV"
"2016-2018";0.110833254588676;"Proton flux over 60 MeV"
"2016-2018";0.103243395599278;"Proton flux over 10 MeV"
"2016-2018";-0.0957381526786709;"Polar cap south (Vostok)"
"2016-2018";0.0737959941625888;"Dst index"
"2016-2018";-0.0604855153273342;"Kp index"
"2016-2018";-0.0516286324281613;"Ap index"
"2016-2018";0.0287774253277489;"Solar wind speed"
"2016-2018";-0.0282967243440225;"Polar cap north (Thule)"
"2016-2018";-0.0110680735737176;"Solar wind temperature"
