Date;Proton60;
1.1.-4.1.2015;0.050625;
5.1.-11.1.2015;0.053512;
12.1.-18.1.2015;0.053393;
19.1.-25.1.2015;0.050774;
26.1.-1.2.2015;0.049345;
2.2.-8.2.2015;0.050833;
9.2.-15.2.2015;0.053512;
16.2.-22.2.2015;0.050060;
23.2.-1.3.2015;0.051786;
2.3.-8.3.2015;0.052916;
9.3.-15.3.2015;0.051071;
16.3.-22.3.2015;0.046548;
23.3.-29.3.2015;0.048810;
30.3.-5.4.2015;0.049583;
6.4.-12.4.2015;0.049345;
13.4.-19.4.2015;0.048512;
20.4.-26.4.2015;0.050000;
27.4.-3.5.2015;0.050060;
4.5.-10.5.2015;0.049822;
11.5.-17.5.2015;0.056012;
18.5.-24.5.2015;0.050476;
25.5.-31.5.2015;0.052976;
1.6.-7.6.2015;0.052857;
8.6.-14.6.2015;0.052917;
15.6.-21.6.2015;0.057678;
22.6.-28.6.2015;0.061964;
29.6.-5.7.2015;0.053988;
6.7.-12.7.2015;0.053036;
13.7.-19.7.2015;0.052381;
20.7.-26.7.2015;0.053452;
27.7.-2.8.2015;0.053571;
3.8.-9.8.2015;0.053571;
10.8.-16.8.2015;0.052381;
17.8.-23.8.2015;0.055595;
24.8.-30.8.2015;0.053631;
31.8.-6.9.2015;0.054405;
7.9.-13.9.2015;0.051012;
14.9.-20.9.2015;0.055536;
21.9.-27.9.2015;0.054940;
28.9.-4.10.2015;0.054583;
5.10.-11.10.2015;0.053988;
12.10.-18.10.2015;0.053750;
19.10.-25.10.2015;0.054405;
26.10.-1.11.2015;0.225714;
2.11.-8.11.2015;0.054464;
9.11.-15.11.2015;0.057678;
16.11.-22.11.2015;0.056250;
23.11.-29.11.2015;0.060714;
30.11.-6.12.2015;0.057738;
7.12.-13.12.2015;0.054048;
14.12.-20.12.2015;0.056429;
21.12.-31.12.2015;0.060227;
