Date;Proton60;
1.1.-6.1.2013;0.055833;
7.1.-13.1.2013;0.055298;
14.1.-20.1.2013;0.054048;
21.1.-27.1.2013;0.056429;
28.1.-3.2.2013;0.055059;
4.2.-10.2.2013;0.055595;
11.2.-17.2.2013;0.056250;
18.2.-24.2.2013;0.057083;
25.2.-3.3.2013;0.055417;
4.3.-10.3.2013;0.060000;
11.3.-17.3.2013;0.055952;
18.3.-24.3.2013;0.052262;
25.3.-31.3.2013;0.054226;
1.4.-7.4.2013;0.055952;
8.4.-14.4.2013;0.461012;
15.4.-21.4.2013;0.055238;
22.4.-28.4.2013;0.064048;
29.4.-5.5.2013;0.055059;
6.5.-12.5.2013;0.052619;
13.5.-19.5.2013;0.066607;
20.5.-26.5.2013;0.680000;
27.5.-2.6.2013;0.068691;
3.6.-9.6.2013;0.049940;
10.6.-16.6.2013;0.050000;
17.6.-23.6.2013;0.054762;
24.6.-30.6.2013;0.049048;
1.7.-7.7.2013;0.050655;
8.7.-14.7.2013;0.048452;
15.7.-21.7.2013;0.051667;
22.7.-28.7.2013;0.051012;
29.7.-4.8.2013;0.050000;
5.8.-11.8.2013;0.049405;
12.8.-18.8.2013;0.050774;
19.8.-25.8.2013;0.050893;
26.8.-1.9.2013;0.049584;
2.9.-8.9.2013;0.047857;
9.9.-15.9.2013;0.049702;
16.9.-22.9.2013;0.049881;
23.9.-29.9.2013;0.050357;
30.9.-6.10.2013;0.109167;
7.10.-13.10.2013;0.055833;
14.10.-20.10.2013;0.049941;
21.10.-27.10.2013;0.054702;
28.10.-3.11.2013;0.117143;
4.11.-10.11.2013;0.051786;
11.11.-17.11.2013;0.048928;
18.11.-24.11.2013;0.053274;
25.11.-1.12.2013;0.049226;
2.12.-8.12.2013;0.049048;
9.12.-15.12.2013;0.047798;
16.12.-22.12.2013;0.049762;
23.12.-31.12.2013;0.071528;
