"Week";"Correlation"
1;-0.0987818102489648
2;-0.0789295188045988
3;-0.0820093707449092
4;-0.0832042867962174
5;-0.0896414263571883
6;-0.123515144970645
7;-0.150658521116413
8;-0.152674624161645
9;-0.131841412446296
10;-0.109534772143012
11;-0.090847067137169
12;-0.0950823741469445
13;-0.0822742601745668
14;-0.0695415956171728
15;0.0239643721329708
16;0.0309072431849442
17;0.0288672328244295
18;0.0568799602856395
19;0.10535628509342
20;0.103228602507154
21;0.0840679366556019
22;0.123074934098298
23;0.173676677802313
24;0.170207158327805
25;0.171168158850088
26;0.168801287268112
27;0.165724060223365
28;0.19160826639078
29;0.184842272160168
30;0.195209397008438
31;0.204919135763355
32;0.237046508787678
33;0.234947606201523
34;0.214597742250035
35;0.151013831228224
36;0.147200650159396
37;0.114350724506738
38;0.124613451168009
39;0.0758552232751378
40;0.0203216778164956
41;0.00396505832334705
42;-0.00765383635475578
43;-0.0404649268724031
44;0.00342293202651251
45;-0.0164257796258358
46;0.00371411267990311
47;-0.0130677465040925
48;0.0137922771815148
49;-0.00345657604765563
50;-0.00383124063421785
51;-0.015952798561086
52;-0.0439267012034796
53;-0.0789981087496113
54;-0.0832907796840674
55;-0.0740032305941483
56;-0.0736524563623033
57;-0.0978364884129724
58;-0.0574180793936671
59;-0.0342652846051876
60;-0.0507200601972599
61;-0.0854047545690356
62;-0.138167345162465
63;-0.233299338336504
64;-0.213735997023048
65;-0.224549461298308
66;-0.216001193479943
67;-0.203394379931114
68;-0.205313551036478
69;-0.204903289468653
70;-0.201262539075794
71;-0.196297972834456
72;-0.218001717333063
73;-0.188290468211306
74;-0.201905648844095
75;-0.199402045643448
76;-0.20433044491639
77;-0.203879760327469
78;-0.211650682434072
79;-0.206209134305376
80;-0.197655333946664
81;-0.16407840946567
82;-0.172105814964858
83;-0.18450290375638
84;-0.164210685741026
85;-0.153794166328246
86;-0.149470327983697
87;-0.144568079648933
88;-0.143861867671708
89;-0.119468374175431
90;-0.121244760433838
91;-0.101242071007572
92;-0.0959455383515738
93;-0.0942883689925268
94;-0.107964109148558
95;-0.0916142979523215
96;-0.102670865361001
97;-0.100010677970769
98;-0.0935430448332855
99;-0.0723674399787665
100;-0.0845026970037618
101;-0.0809007650654099
102;-0.0694269516321618
103;-0.0550494120867931
104;-0.0550127240031382
105;-0.0511295705244108
106;-0.0269327002845038
107;-0.0183109562628564
108;-0.0172600833258584
109;-0.0123370167484733
110;-0.00881264660145335
111;-0.00539405417619346
112;0.00294907495658599
113;0.0172014406712868
114;0.0362293765693273
115;0.136781954212783
116;0.0948697483210261
117;0.0969757301468573
118;0.0882747218686125
119;0.110882643373121
120;0.121647532163007
121;0.139858815057129
122;0.125158036997484
123;0.122494518304407
124;0.129903234495585
125;0.111256809945652
126;0.0839302339728473
127;0.0391433305397498
128;0.0200578626936394
129;0.00505780552028203
130;0.0158593163264594
131;0.0060957941920042
132;-0.0117210942221264
133;-0.0442057827415991
134;-0.0268602991613674
135;-0.0131426707780038
136;-0.0368332723120842
137;-0.0527300722409494
138;-0.0482856887187336
139;-0.0535754405590623
140;-0.0634958161770149
141;-0.109344430635232
142;-0.111950808613874
143;-0.107979869766358
144;-0.0793811255670495
145;-0.0881568653630828
146;-0.0885478446292191
147;-0.0703556782035496
148;-0.120122291187521
149;-0.111934783714901
150;-0.130325776211663
151;-0.148655133015627
152;-0.132075237908535
153;-0.13985334627921
154;-0.142354945594335
155;-0.148931551061476
156;-0.148950661715478
157;-0.148158230783865
158;-0.161026538829009
159;-0.191677625547048
160;-0.213605558027676
161;-0.215768613288058
162;-0.23678763804696
163;-0.252001275367803
164;-0.242757259188937
165;-0.270467382259676
166;-0.277562374038437
167;-0.254336690232418
168;-0.22592472316747
169;-0.235611721385961
170;-0.217927937886402
171;-0.241115737273436
172;-0.252027153544699
173;-0.285141692237849
174;-0.259672245567183
175;-0.251303345269601
176;-0.274268447607293
177;-0.254980803939224
178;-0.223506052409716
179;-0.15658384411597
180;-0.0472815958703161
181;-0.0440627256609357
182;-0.0350879645195843
183;-0.0274431276127726
184;-0.00840285003289435
185;-0.0259979324422969
186;-0.0560704569647949
187;-0.0366475730556248
188;-0.0186276639600643
189;-0.0107314528963368
190;-0.0330631765366565
191;-0.0261016934309885
192;-0.0116612050138868
193;-0.00278729576943697
194;-0.0123049736422722
195;-0.0167641953606334
196;-0.0232055602515371
197;-0.0188258962238088
198;-0.0345897870781274
199;-0.0532808628850169
200;-0.0145639264313394
201;-0.0251200335987323
202;-0.0493398642722511
203;-0.00432100014779473
204;-0.0374266356361093
205;-0.0322912202132006
206;-0.0476778343338352
207;-0.0502369995304301
208;-0.0293305580396978
209;0.0175162333776564
210;-0.00526768867797816
211;-0.0231835873608083
212;-0.00377970437345141
213;-0.00699721149089405
214;0.00490502158640864
215;-0.0302997069250034
216;-0.008753043186419
217;0.00804359507221994
218;-0.0241711220745051
219;-0.0635168609077353
220;-0.0720900229274731
221;0.0414009478243212
222;0.0271757445350002
223;0.0147395319833473
224;0.0106332892548244
225;-0.0119841226027349
226;0.00516859602649792
227;-0.0269811733870357
228;-0.0295399033920012
229;-0.0493469318318329
230;-0.0458847883995096
231;-0.0461588150406586
232;-0.124167849116501
233;-0.151646135946576
234;-0.166697457880143
235;-0.0800921215082598
236;-0.100506472994045
237;-0.0990913547680525
238;-0.0966199759280715
239;-0.118306557734638
240;-0.138224500355837
241;-0.123334341245253
242;-0.115382401408588
243;-0.0656764240333801
244;-0.091233852044341
245;-0.0831016561513658
246;0.0695264503420482
247;0.081891154691915
248;0.0862114276665971
249;0.0745992552055272
250;0.0873392618004562
251;0.104776046842908
252;0.0880867993030176
253;0.0709237105612995
254;0.112282275368105
255;0.13089331512468
256;0.129756956386476
257;0.138207025688114
258;0.135656570283869
259;0.134857980397159
260;0.158492432539606
261;0.158873820681696
262;0.162012216121704
263;0.160003425500796
264;0.177826421779241
265;0.191268852980661
266;0.195669152947285
267;0.207891892437021
268;0.16520785968066
269;0.16520153710459
270;0.179648294635891
271;0.182547390629418
272;0.178843972151097
273;0.195017782323786
274;0.195480625925243
275;0.204917582881439
276;0.213102858757511
277;0.246233425198835
278;0.243627138058077
279;0.233676583291946
280;0.224058265183588
281;0.238008398985376
282;0.245099856752279
283;0.247047877750645
284;0.308859979669112
285;0.32997558205626
286;0.347854637008139
287;0.320864559267213
288;0.328683656342481
289;0.322685810951045
290;0.318603847735892
291;0.322433942199157
292;0.322851996352018
293;0.337116712327314
294;0.335622881897095
295;0.336404633668887
296;0.371065753267571
297;0.379167256106451
298;0.226848958546413
299;0.221952167376478
300;0.229932924880565
301;0.235299137984274
302;0.255902815675852
303;0.219772136172562
304;0.254027582152108
305;0.265407547816762
306;0.208660308255745
307;0.164812967288033
308;0.174842369327339
309;0.174747879709436
310;0.175598068078818
311;0.157522847130889
312;0.0955719712671681
313;0.0901839566334014
